docid,docno,title,rank,query,qid,model
44193,166558,Underworld: Blood Wars (2016),5,"Vampire, werewolf, and love.",27,pipeline_1
34427,144734,Freaks of Nature (2015),6,"Vampire, werewolf, and love.",27,pipeline_1
2554,2646,House of Dracula (1945),7,"Vampire, werewolf, and love.",27,pipeline_1
14869,78772,"Twilight Saga: Eclipse, The (2010)",8,"Vampire, werewolf, and love.",27,pipeline_1
34656,145237,Dracula versus Frankenstein (1970),9,"Vampire, werewolf, and love.",27,pipeline_1
43111,164234,Wolvesbayne (2009),10,"Vampire, werewolf, and love.",27,pipeline_1
10555,42738,Underworld: Evolution (2006),1,"Vampire, werewolf, and love.",27,pipeline_2
10547,42721,BloodRayne (2005),2,"Vampire, werewolf, and love.",27,pipeline_2
6632,6754,Underworld (2003),3,"Vampire, werewolf, and love.",27,pipeline_2
16783,88380,Dylan Dog: Dead of Night (2010),4,"Vampire, werewolf, and love.",27,pipeline_2
44193,166558,Underworld: Blood Wars (2016),5,"Vampire, werewolf, and love.",27,pipeline_2
34427,144734,Freaks of Nature (2015),6,"Vampire, werewolf, and love.",27,pipeline_2
12988,65682,Underworld: Rise of the Lycans (2009),7,"Vampire, werewolf, and love.",27,pipeline_2
13938,72165,Cirque du Freak: The Vampire's Assistant (2009),8,"Vampire, werewolf, and love.",27,pipeline_2
24915,122482,Howling VI: The Freaks (1991),9,"Vampire, werewolf, and love.",27,pipeline_2
2554,2646,House of Dracula (1945),10,"Vampire, werewolf, and love.",27,pipeline_2
10555,42738,Underworld: Evolution (2006),1,"Vampire, werewolf, and love.",27,pipeline_3
6632,6754,Underworld (2003),2,"Vampire, werewolf, and love.",27,pipeline_3
14869,78772,"Twilight Saga: Eclipse, The (2010)",3,"Vampire, werewolf, and love.",27,pipeline_3
13994,72407,"Twilight Saga: New Moon, The (2009)",4,"Vampire, werewolf, and love.",27,pipeline_3
10547,42721,BloodRayne (2005),5,"Vampire, werewolf, and love.",27,pipeline_3
2775,2867,Fright Night (1985),6,"Vampire, werewolf, and love.",27,pipeline_3
7316,7454,Van Helsing (2004),7,"Vampire, werewolf, and love.",27,pipeline_3
18090,94478,Dark Shadows (2012),8,"Vampire, werewolf, and love.",27,pipeline_3
22496,115122,What We Do in the Shadows (2014),9,"Vampire, werewolf, and love.",27,pipeline_3
17376,91104,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",10,"Vampire, werewolf, and love.",27,pipeline_3
6632,6754,Underworld (2003),1,"Vampire, werewolf, and love.",27,pipeline_4
10555,42738,Underworld: Evolution (2006),2,"Vampire, werewolf, and love.",27,pipeline_4
7316,7454,Van Helsing (2004),3,"Vampire, werewolf, and love.",27,pipeline_4
14869,78772,"Twilight Saga: Eclipse, The (2010)",4,"Vampire, werewolf, and love.",27,pipeline_4
2775,2867,Fright Night (1985),5,"Vampire, werewolf, and love.",27,pipeline_4
18090,94478,Dark Shadows (2012),6,"Vampire, werewolf, and love.",27,pipeline_4
44193,166558,Underworld: Blood Wars (2016),7,"Vampire, werewolf, and love.",27,pipeline_4
17376,91104,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",8,"Vampire, werewolf, and love.",27,pipeline_4
17601,91974,Underworld: Awakening (2012),9,"Vampire, werewolf, and love.",27,pipeline_4
13816,71500,Trick 'r Treat (2007),10,"Vampire, werewolf, and love.",27,pipeline_4
6632,6754,Underworld (2003),1,"Vampire, werewolf, and love.",27,pipeline_5
10555,42738,Underworld: Evolution (2006),2,"Vampire, werewolf, and love.",27,pipeline_5
7316,7454,Van Helsing (2004),3,"Vampire, werewolf, and love.",27,pipeline_5
14869,78772,"Twilight Saga: Eclipse, The (2010)",4,"Vampire, werewolf, and love.",27,pipeline_5
2775,2867,Fright Night (1985),5,"Vampire, werewolf, and love.",27,pipeline_5
18090,94478,Dark Shadows (2012),6,"Vampire, werewolf, and love.",27,pipeline_5
44193,166558,Underworld: Blood Wars (2016),7,"Vampire, werewolf, and love.",27,pipeline_5
31847,139020,Werewolf: The Beast Among Us (2012),8,"Vampire, werewolf, and love.",27,pipeline_5
2554,2646,House of Dracula (1945),9,"Vampire, werewolf, and love.",27,pipeline_5
34427,144734,Freaks of Nature (2015),10,"Vampire, werewolf, and love.",27,pipeline_5
6632,6754,Underworld (2003),1,"Vampire, werewolf, and love.",27,pipeline_6
10555,42738,Underworld: Evolution (2006),2,"Vampire, werewolf, and love.",27,pipeline_6
7316,7454,Van Helsing (2004),3,"Vampire, werewolf, and love.",27,pipeline_6
14869,78772,"Twilight Saga: Eclipse, The (2010)",4,"Vampire, werewolf, and love.",27,pipeline_6
2775,2867,Fright Night (1985),5,"Vampire, werewolf, and love.",27,pipeline_6
18090,94478,Dark Shadows (2012),6,"Vampire, werewolf, and love.",27,pipeline_6
22496,115122,What We Do in the Shadows (2014),7,"Vampire, werewolf, and love.",27,pipeline_6
44193,166558,Underworld: Blood Wars (2016),8,"Vampire, werewolf, and love.",27,pipeline_6
17376,91104,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",9,"Vampire, werewolf, and love.",27,pipeline_6
13816,71500,Trick 'r Treat (2007),10,"Vampire, werewolf, and love.",27,pipeline_6
907,928,Rebecca (1940),1,Adaptations of classic literature into film.,28,pipeline_0
16,17,Sense and Sensibility (1995),2,Adaptations of classic literature into film.,28,pipeline_0
1047,1073,Willy Wonka & the Chocolate Factory (1971),3,Adaptations of classic literature into film.,28,pipeline_0
314,318,"Shawshank Redemption, The (1994)",4,Adaptations of classic literature into film.,28,pipeline_0
1176,1207,To Kill a Mockingbird (1962),5,Adaptations of classic literature into film.,28,pipeline_0
1299,1333,"Birds, The (1963)",6,Adaptations of classic literature into film.,28,pipeline_0
1164,1193,One Flew Over the Cuckoo's Nest (1975),7,Adaptations of classic literature into film.,28,pipeline_0
43079,164169,The Karamazov Brothers (2008),8,Adaptations of classic literature into film.,28,pipeline_0
10201,36517,"Constant Gardener, The (2005)",9,Adaptations of classic literature into film.,28,pipeline_0
1862,1951,Oliver! (1968),10,Adaptations of classic literature into film.,28,pipeline_0
3861,3964,"Adventures of Ichabod and Mr. Toad, The (1949)",1,Adaptations of classic literature into film.,28,pipeline_1
24642,121861,The Member of the Wedding (1997),2,Adaptations of classic literature into film.,28,pipeline_1
48858,176299,Tom and Jerry: Willy Wonka and the Chocolate Factory (2017),3,Adaptations of classic literature into film.,28,pipeline_1
6992,7116,Diabolique (Les diaboliques) (1955),4,Adaptations of classic literature into film.,28,pipeline_1
1047,1073,Willy Wonka & the Chocolate Factory (1971),5,Adaptations of classic literature into film.,28,pipeline_1
53910,186889,The Nouba of the Women of Mount Chenoa (1978),6,Adaptations of classic literature into film.,28,pipeline_1
3731,3832,"Black Sabbath (Tre volti della paura, I) (1963)",7,Adaptations of classic literature into film.,28,pipeline_1
70906,228037,Zakhar Berkut (1972),8,Adaptations of classic literature into film.,28,pipeline_1
43079,164169,The Karamazov Brothers (2008),9,Adaptations of classic literature into film.,28,pipeline_1
65933,213569,Sister (2019),10,Adaptations of classic literature into film.,28,pipeline_1
1123,1151,Lesson Faust (1994),1,Adaptations of classic literature into film.,28,pipeline_2
1047,1073,Willy Wonka & the Chocolate Factory (1971),2,Adaptations of classic literature into film.,28,pipeline_2
3731,3832,"Black Sabbath (Tre volti della paura, I) (1963)",3,Adaptations of classic literature into film.,28,pipeline_2
6992,7116,Diabolique (Les diaboliques) (1955),4,Adaptations of classic literature into film.,28,pipeline_2
13812,71488,"Pit, the Pendulum and Hope, The (Kyvadlo, jáma a nadeje) (1983)",5,Adaptations of classic literature into film.,28,pipeline_2
4891,4996,Little Otik (Otesánek) (2000),6,Adaptations of classic literature into film.,28,pipeline_2
38534,154218,The Fabulous World of Jules Verne (1958),7,Adaptations of classic literature into film.,28,pipeline_2
10287,38320,Valerie and Her Week of Wonders (Valerie a týden divu) (1970),8,Adaptations of classic literature into film.,28,pipeline_2
48858,176299,Tom and Jerry: Willy Wonka and the Chocolate Factory (2017),9,Adaptations of classic literature into film.,28,pipeline_2
3861,3964,"Adventures of Ichabod and Mr. Toad, The (1949)",10,Adaptations of classic literature into film.,28,pipeline_2
1047,1073,Willy Wonka & the Chocolate Factory (1971),1,Adaptations of classic literature into film.,28,pipeline_3
38534,154218,The Fabulous World of Jules Verne (1958),2,Adaptations of classic literature into film.,28,pipeline_3
10287,38320,Valerie and Her Week of Wonders (Valerie a týden divu) (1970),3,Adaptations of classic literature into film.,28,pipeline_3
4891,4996,Little Otik (Otesánek) (2000),4,Adaptations of classic literature into film.,28,pipeline_3
48858,176299,Tom and Jerry: Willy Wonka and the Chocolate Factory (2017),5,Adaptations of classic literature into film.,28,pipeline_3
13812,71488,"Pit, the Pendulum and Hope, The (Kyvadlo, jáma a nadeje) (1983)",6,Adaptations of classic literature into film.,28,pipeline_3
3861,3964,"Adventures of Ichabod and Mr. Toad, The (1949)",7,Adaptations of classic literature into film.,28,pipeline_3
6992,7116,Diabolique (Les diaboliques) (1955),8,Adaptations of classic literature into film.,28,pipeline_3
3731,3832,"Black Sabbath (Tre volti della paura, I) (1963)",9,Adaptations of classic literature into film.,28,pipeline_3
1123,1151,Lesson Faust (1994),10,Adaptations of classic literature into film.,28,pipeline_3
1047,1073,Willy Wonka & the Chocolate Factory (1971),1,Adaptations of classic literature into film.,28,pipeline_4
6992,7116,Diabolique (Les diaboliques) (1955),2,Adaptations of classic literature into film.,28,pipeline_4
24642,121861,The Member of the Wedding (1997),3,Adaptations of classic literature into film.,28,pipeline_4
3731,3832,"Black Sabbath (Tre volti della paura, I) (1963)",4,Adaptations of classic literature into film.,28,pipeline_4
3861,3964,"Adventures of Ichabod and Mr. Toad, The (1949)",5,Adaptations of classic literature into film.,28,pipeline_4
4891,4996,Little Otik (Otesánek) (2000),6,Adaptations of classic literature into film.,28,pipeline_4
48858,176299,Tom and Jerry: Willy Wonka and the Chocolate Factory (2017),7,Adaptations of classic literature into film.,28,pipeline_4
13812,71488,"Pit, the Pendulum and Hope, The (Kyvadlo, jáma a nadeje) (1983)",8,Adaptations of classic literature into film.,28,pipeline_4
1123,1151,Lesson Faust (1994),9,Adaptations of classic literature into film.,28,pipeline_4
8915,26631,Alice (Neco z Alenky) (1988),10,Adaptations of classic literature into film.,28,pipeline_4
1047,1073,Willy Wonka & the Chocolate Factory (1971),1,Adaptations of classic literature into film.,28,pipeline_5
6992,7116,Diabolique (Les diaboliques) (1955),2,Adaptations of classic literature into film.,28,pipeline_5
24642,121861,The Member of the Wedding (1997),3,Adaptations of classic literature into film.,28,pipeline_5
3731,3832,"Black Sabbath (Tre volti della paura, I) (1963)",4,Adaptations of classic literature into film.,28,pipeline_5
3861,3964,"Adventures of Ichabod and Mr. Toad, The (1949)",5,Adaptations of classic literature into film.,28,pipeline_5
4891,4996,Little Otik (Otesánek) (2000),6,Adaptations of classic literature into film.,28,pipeline_5
48858,176299,Tom and Jerry: Willy Wonka and the Chocolate Factory (2017),7,Adaptations of classic literature into film.,28,pipeline_5
10287,38320,Valerie and Her Week of Wonders (Valerie a týden divu) (1970),8,Adaptations of classic literature into film.,28,pipeline_5
13812,71488,"Pit, the Pendulum and Hope, The (Kyvadlo, jáma a nadeje) (1983)",9,Adaptations of classic literature into film.,28,pipeline_5
1123,1151,Lesson Faust (1994),10,Adaptations of classic literature into film.,28,pipeline_5
1047,1073,Willy Wonka & the Chocolate Factory (1971),1,Adaptations of classic literature into film.,28,pipeline_6
6992,7116,Diabolique (Les diaboliques) (1955),2,Adaptations of classic literature into film.,28,pipeline_6
3731,3832,"Black Sabbath (Tre volti della paura, I) (1963)",3,Adaptations of classic literature into film.,28,pipeline_6
3861,3964,"Adventures of Ichabod and Mr. Toad, The (1949)",4,Adaptations of classic literature into film.,28,pipeline_6
4891,4996,Little Otik (Otesánek) (2000),5,Adaptations of classic literature into film.,28,pipeline_6
48858,176299,Tom and Jerry: Willy Wonka and the Chocolate Factory (2017),6,Adaptations of classic literature into film.,28,pipeline_6
10287,38320,Valerie and Her Week of Wonders (Valerie a týden divu) (1970),7,Adaptations of classic literature into film.,28,pipeline_6
13812,71488,"Pit, the Pendulum and Hope, The (Kyvadlo, jáma a nadeje) (1983)",8,Adaptations of classic literature into film.,28,pipeline_6
1123,1151,Lesson Faust (1994),9,Adaptations of classic literature into film.,28,pipeline_6
8915,26631,Alice (Neco z Alenky) (1988),10,Adaptations of classic literature into film.,28,pipeline_6
12632,61434,Oh! What a Lovely War (1969),1,War movies portraying the camaraderie of soldiers.,29,pipeline_0
1201,1233,"Boot, Das (Boat, The) (1981)",2,War movies portraying the camaraderie of soldiers.,29,pipeline_0
63916,208703,1917 (2019),3,War movies portraying the camaraderie of soldiers.,29,pipeline_0
20718,107069,Lone Survivor (2013),4,War movies portraying the camaraderie of soldiers.,29,pipeline_0
4905,5010,Black Hawk Down (2001),5,War movies portraying the camaraderie of soldiers.,29,pipeline_0
26934,127315,Alien Outpost (2014),6,War movies portraying the camaraderie of soldiers.,29,pipeline_0
11118,48389,Iraq for Sale: The War Profiteers (2006),7,War movies portraying the camaraderie of soldiers.,29,pipeline_0
11771,54607,"War Tapes, The (2006)",8,War movies portraying the camaraderie of soldiers.,29,pipeline_0
1939,2028,Saving Private Ryan (1998),9,War movies portraying the camaraderie of soldiers.,29,pipeline_0
4120,4223,Enemy at the Gates (2001),10,War movies portraying the camaraderie of soldiers.,29,pipeline_0
12632,61434,Oh! What a Lovely War (1969),1,War movies portraying the camaraderie of soldiers.,29,pipeline_1
11627,53342,Flandres (Flanders) (2006),2,War movies portraying the camaraderie of soldiers.,29,pipeline_1
26934,127315,Alien Outpost (2014),3,War movies portraying the camaraderie of soldiers.,29,pipeline_1
17571,91880,My Best Enemy (Mi mejor enemigo) (2005),4,War movies portraying the camaraderie of soldiers.,29,pipeline_1
11771,54607,"War Tapes, The (2006)",5,War movies portraying the camaraderie of soldiers.,29,pipeline_1
40323,158272,To Fetch a Bike (1968),6,War movies portraying the camaraderie of soldiers.,29,pipeline_1
11118,48389,Iraq for Sale: The War Profiteers (2006),7,War movies portraying the camaraderie of soldiers.,29,pipeline_1
43687,165431,Hemingway's Adventures of a Young Man (1962),8,War movies portraying the camaraderie of soldiers.,29,pipeline_1
9997,33750,Innocent Voices (Voces inocentes) (2004),9,War movies portraying the camaraderie of soldiers.,29,pipeline_1
9200,27397,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),10,War movies portraying the camaraderie of soldiers.,29,pipeline_1
33127,141890,Beasts of No Nation (2015),1,War movies portraying the camaraderie of soldiers.,29,pipeline_2
9200,27397,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),2,War movies portraying the camaraderie of soldiers.,29,pipeline_2
17675,92243,"Flowers of War, The (Jin líng shí san chai) (2011)",3,War movies portraying the camaraderie of soldiers.,29,pipeline_2
17571,91880,My Best Enemy (Mi mejor enemigo) (2005),4,War movies portraying the camaraderie of soldiers.,29,pipeline_2
9997,33750,Innocent Voices (Voces inocentes) (2004),5,War movies portraying the camaraderie of soldiers.,29,pipeline_2
12632,61434,Oh! What a Lovely War (1969),6,War movies portraying the camaraderie of soldiers.,29,pipeline_2
14698,77979,Johnny Mad Dog (2008),7,War movies portraying the camaraderie of soldiers.,29,pipeline_2
46516,171447,The Fog (2010),8,War movies portraying the camaraderie of soldiers.,29,pipeline_2
77101,255923,Company K (2004),9,War movies portraying the camaraderie of soldiers.,29,pipeline_2
8424,25888,Action in the North Atlantic (1943),10,War movies portraying the camaraderie of soldiers.,29,pipeline_2
9200,27397,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),1,War movies portraying the camaraderie of soldiers.,29,pipeline_3
17675,92243,"Flowers of War, The (Jin líng shí san chai) (2011)",2,War movies portraying the camaraderie of soldiers.,29,pipeline_3
33127,141890,Beasts of No Nation (2015),3,War movies portraying the camaraderie of soldiers.,29,pipeline_3
26934,127315,Alien Outpost (2014),4,War movies portraying the camaraderie of soldiers.,29,pipeline_3
11771,54607,"War Tapes, The (2006)",5,War movies portraying the camaraderie of soldiers.,29,pipeline_3
11627,53342,Flandres (Flanders) (2006),6,War movies portraying the camaraderie of soldiers.,29,pipeline_3
43687,165431,Hemingway's Adventures of a Young Man (1962),7,War movies portraying the camaraderie of soldiers.,29,pipeline_3
8424,25888,Action in the North Atlantic (1943),8,War movies portraying the camaraderie of soldiers.,29,pipeline_3
40323,158272,To Fetch a Bike (1968),9,War movies portraying the camaraderie of soldiers.,29,pipeline_3
12632,61434,Oh! What a Lovely War (1969),10,War movies portraying the camaraderie of soldiers.,29,pipeline_3
12632,61434,Oh! What a Lovely War (1969),1,War movies portraying the camaraderie of soldiers.,29,pipeline_4
26934,127315,Alien Outpost (2014),2,War movies portraying the camaraderie of soldiers.,29,pipeline_4
11118,48389,Iraq for Sale: The War Profiteers (2006),3,War movies portraying the camaraderie of soldiers.,29,pipeline_4
11771,54607,"War Tapes, The (2006)",4,War movies portraying the camaraderie of soldiers.,29,pipeline_4
40323,158272,To Fetch a Bike (1968),5,War movies portraying the camaraderie of soldiers.,29,pipeline_4
9200,27397,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),6,War movies portraying the camaraderie of soldiers.,29,pipeline_4
11627,53342,Flandres (Flanders) (2006),7,War movies portraying the camaraderie of soldiers.,29,pipeline_4
17571,91880,My Best Enemy (Mi mejor enemigo) (2005),8,War movies portraying the camaraderie of soldiers.,29,pipeline_4
43687,165431,Hemingway's Adventures of a Young Man (1962),9,War movies portraying the camaraderie of soldiers.,29,pipeline_4
17675,92243,"Flowers of War, The (Jin líng shí san chai) (2011)",10,War movies portraying the camaraderie of soldiers.,29,pipeline_4
12632,61434,Oh! What a Lovely War (1969),1,War movies portraying the camaraderie of soldiers.,29,pipeline_5
26934,127315,Alien Outpost (2014),2,War movies portraying the camaraderie of soldiers.,29,pipeline_5
33127,141890,Beasts of No Nation (2015),3,War movies portraying the camaraderie of soldiers.,29,pipeline_5
9200,27397,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),4,War movies portraying the camaraderie of soldiers.,29,pipeline_5
17571,91880,My Best Enemy (Mi mejor enemigo) (2005),5,War movies portraying the camaraderie of soldiers.,29,pipeline_5
17675,92243,"Flowers of War, The (Jin líng shí san chai) (2011)",6,War movies portraying the camaraderie of soldiers.,29,pipeline_5
8424,25888,Action in the North Atlantic (1943),7,War movies portraying the camaraderie of soldiers.,29,pipeline_5
9997,33750,Innocent Voices (Voces inocentes) (2004),8,War movies portraying the camaraderie of soldiers.,29,pipeline_5
14698,77979,Johnny Mad Dog (2008),9,War movies portraying the camaraderie of soldiers.,29,pipeline_5
77101,255923,Company K (2004),10,War movies portraying the camaraderie of soldiers.,29,pipeline_5
12632,61434,Oh! What a Lovely War (1969),1,War movies portraying the camaraderie of soldiers.,29,pipeline_6
26934,127315,Alien Outpost (2014),2,War movies portraying the camaraderie of soldiers.,29,pipeline_6
11771,54607,"War Tapes, The (2006)",3,War movies portraying the camaraderie of soldiers.,29,pipeline_6
33127,141890,Beasts of No Nation (2015),4,War movies portraying the camaraderie of soldiers.,29,pipeline_6
40323,158272,To Fetch a Bike (1968),5,War movies portraying the camaraderie of soldiers.,29,pipeline_6
9200,27397,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),6,War movies portraying the camaraderie of soldiers.,29,pipeline_6
11627,53342,Flandres (Flanders) (2006),7,War movies portraying the camaraderie of soldiers.,29,pipeline_6
17571,91880,My Best Enemy (Mi mejor enemigo) (2005),8,War movies portraying the camaraderie of soldiers.,29,pipeline_6
43687,165431,Hemingway's Adventures of a Young Man (1962),9,War movies portraying the camaraderie of soldiers.,29,pipeline_6
17675,92243,"Flowers of War, The (Jin líng shí san chai) (2011)",10,War movies portraying the camaraderie of soldiers.,29,pipeline_6
312,316,Stargate (1994),1,Treasure hunt in the Egyptian pyramids.,30,pipeline_0
2526,2617,"Mummy, The (1999)",2,Treasure hunt in the Egyptian pyramids.,30,pipeline_0
8259,8972,National Treasure (2004),3,Treasure hunt in the Egyptian pyramids.,30,pipeline_0
12027,56775,National Treasure: Book of Secrets (2007),4,Treasure hunt in the Egyptian pyramids.,30,pipeline_0
17300,90746,"Adventures of Tintin, The (2011)",5,Treasure hunt in the Egyptian pyramids.,30,pipeline_0
6417,6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),6,Treasure hunt in the Egyptian pyramids.,30,pipeline_0
1258,1291,Indiana Jones and the Last Crusade (1989),7,Treasure hunt in the Egyptian pyramids.,30,pipeline_0
1168,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),8,Treasure hunt in the Egyptian pyramids.,30,pipeline_0
5771,5882,Treasure Planet (2002),9,Treasure hunt in the Egyptian pyramids.,30,pipeline_0
1916,2005,"Goonies, The (1985)",10,Treasure hunt in the Egyptian pyramids.,30,pipeline_0
312,316,Stargate (1994),1,Treasure hunt in the Egyptian pyramids.,30,pipeline_1
2386,2477,Firewalker (1986),2,Treasure hunt in the Egyptian pyramids.,30,pipeline_1
2526,2617,"Mummy, The (1999)",3,Treasure hunt in the Egyptian pyramids.,30,pipeline_1
12027,56775,National Treasure: Book of Secrets (2007),4,Treasure hunt in the Egyptian pyramids.,30,pipeline_1
8259,8972,National Treasure (2004),5,Treasure hunt in the Egyptian pyramids.,30,pipeline_1
17300,90746,"Adventures of Tintin, The (2011)",6,Treasure hunt in the Egyptian pyramids.,30,pipeline_1
5771,5882,Treasure Planet (2002),7,Treasure hunt in the Egyptian pyramids.,30,pipeline_1
15015,79528,Treasure Island (1934),8,Treasure hunt in the Egyptian pyramids.,30,pipeline_1
1916,2005,"Goonies, The (1985)",9,Treasure hunt in the Egyptian pyramids.,30,pipeline_1
20111,104132,Zombies of Mora Tau (1957),10,Treasure hunt in the Egyptian pyramids.,30,pipeline_1
312,316,Stargate (1994),1,Treasure hunt in the Egyptian pyramids.,30,pipeline_2
2526,2617,"Mummy, The (1999)",2,Treasure hunt in the Egyptian pyramids.,30,pipeline_2
1168,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),3,Treasure hunt in the Egyptian pyramids.,30,pipeline_2
1258,1291,Indiana Jones and the Last Crusade (1989),4,Treasure hunt in the Egyptian pyramids.,30,pipeline_2
8259,8972,National Treasure (2004),5,Treasure hunt in the Egyptian pyramids.,30,pipeline_2
12027,56775,National Treasure: Book of Secrets (2007),6,Treasure hunt in the Egyptian pyramids.,30,pipeline_2
17300,90746,"Adventures of Tintin, The (2011)",7,Treasure hunt in the Egyptian pyramids.,30,pipeline_2
1916,2005,"Goonies, The (1985)",8,Treasure hunt in the Egyptian pyramids.,30,pipeline_2
5771,5882,Treasure Planet (2002),9,Treasure hunt in the Egyptian pyramids.,30,pipeline_2
2315,2406,Romancing the Stone (1984),10,Treasure hunt in the Egyptian pyramids.,30,pipeline_2
12027,56775,National Treasure: Book of Secrets (2007),1,Treasure hunt in the Egyptian pyramids.,30,pipeline_3
2025,2115,Indiana Jones and the Temple of Doom (1984),2,Treasure hunt in the Egyptian pyramids.,30,pipeline_3
1168,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),3,Treasure hunt in the Egyptian pyramids.,30,pipeline_3
1258,1291,Indiana Jones and the Last Crusade (1989),4,Treasure hunt in the Egyptian pyramids.,30,pipeline_3
312,316,Stargate (1994),5,Treasure hunt in the Egyptian pyramids.,30,pipeline_3
37531,152063,Gods of Egypt (2016),6,Treasure hunt in the Egyptian pyramids.,30,pipeline_3
2526,2617,"Mummy, The (1999)",7,Treasure hunt in the Egyptian pyramids.,30,pipeline_3
52736,184471,Tomb Raider (2018),8,Treasure hunt in the Egyptian pyramids.,30,pipeline_3
11613,53138,"Librarian: Return to King Solomon's Mines, The (2006)",9,Treasure hunt in the Egyptian pyramids.,30,pipeline_3
1916,2005,"Goonies, The (1985)",10,Treasure hunt in the Egyptian pyramids.,30,pipeline_3
312,316,Stargate (1994),1,Treasure hunt in the Egyptian pyramids.,30,pipeline_4
2526,2617,"Mummy, The (1999)",2,Treasure hunt in the Egyptian pyramids.,30,pipeline_4
1258,1291,Indiana Jones and the Last Crusade (1989),3,Treasure hunt in the Egyptian pyramids.,30,pipeline_4
1168,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4,Treasure hunt in the Egyptian pyramids.,30,pipeline_4
52736,184471,Tomb Raider (2018),5,Treasure hunt in the Egyptian pyramids.,30,pipeline_4
2386,2477,Firewalker (1986),6,Treasure hunt in the Egyptian pyramids.,30,pipeline_4
2025,2115,Indiana Jones and the Temple of Doom (1984),7,Treasure hunt in the Egyptian pyramids.,30,pipeline_4
37531,152063,Gods of Egypt (2016),8,Treasure hunt in the Egyptian pyramids.,30,pipeline_4
11613,53138,"Librarian: Return to King Solomon's Mines, The (2006)",9,Treasure hunt in the Egyptian pyramids.,30,pipeline_4
25067,122801,Sands Of Oblivion (2007),10,Treasure hunt in the Egyptian pyramids.,30,pipeline_4
312,316,Stargate (1994),1,Treasure hunt in the Egyptian pyramids.,30,pipeline_5
2526,2617,"Mummy, The (1999)",2,Treasure hunt in the Egyptian pyramids.,30,pipeline_5
8259,8972,National Treasure (2004),3,Treasure hunt in the Egyptian pyramids.,30,pipeline_5
12027,56775,National Treasure: Book of Secrets (2007),4,Treasure hunt in the Egyptian pyramids.,30,pipeline_5
17300,90746,"Adventures of Tintin, The (2011)",5,Treasure hunt in the Egyptian pyramids.,30,pipeline_5
1258,1291,Indiana Jones and the Last Crusade (1989),6,Treasure hunt in the Egyptian pyramids.,30,pipeline_5
1168,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),7,Treasure hunt in the Egyptian pyramids.,30,pipeline_5
5771,5882,Treasure Planet (2002),8,Treasure hunt in the Egyptian pyramids.,30,pipeline_5
1916,2005,"Goonies, The (1985)",9,Treasure hunt in the Egyptian pyramids.,30,pipeline_5
2315,2406,Romancing the Stone (1984),10,Treasure hunt in the Egyptian pyramids.,30,pipeline_5
312,316,Stargate (1994),1,Treasure hunt in the Egyptian pyramids.,30,pipeline_6
2526,2617,"Mummy, The (1999)",2,Treasure hunt in the Egyptian pyramids.,30,pipeline_6
8259,8972,National Treasure (2004),3,Treasure hunt in the Egyptian pyramids.,30,pipeline_6
12027,56775,National Treasure: Book of Secrets (2007),4,Treasure hunt in the Egyptian pyramids.,30,pipeline_6
17300,90746,"Adventures of Tintin, The (2011)",5,Treasure hunt in the Egyptian pyramids.,30,pipeline_6
1258,1291,Indiana Jones and the Last Crusade (1989),6,Treasure hunt in the Egyptian pyramids.,30,pipeline_6
1168,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),7,Treasure hunt in the Egyptian pyramids.,30,pipeline_6
5771,5882,Treasure Planet (2002),8,Treasure hunt in the Egyptian pyramids.,30,pipeline_6
1916,2005,"Goonies, The (1985)",9,Treasure hunt in the Egyptian pyramids.,30,pipeline_6
2315,2406,Romancing the Stone (1984),10,Treasure hunt in the Egyptian pyramids.,30,pipeline_6
73005,236727,The Mystery of Agatha Christie with David Suchet (2013),1,Romantic dramas set in lush landscapes.,31,pipeline_0
79424,265826,The Albino's Trees (2016),2,Romantic dramas set in lush landscapes.,31,pipeline_0
70707,227258,The Midnight Sky (2020),3,Romantic dramas set in lush landscapes.,31,pipeline_0
17863,93287,"Big Year, The (2011)",4,Romantic dramas set in lush landscapes.,31,pipeline_0
82734,277652,What We Left Unfinished (2019),5,Romantic dramas set in lush landscapes.,31,pipeline_0
4899,5004,"Party, The (1968)",6,Romantic dramas set in lush landscapes.,31,pipeline_0
58654,197011,Grass (2018),7,Romantic dramas set in lush landscapes.,31,pipeline_0
